"Big Willie Style","Will Smith","1997","AMA for Pop/Rock; AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/ufEQCo4driXQPeyhIuBkwRy6E-fK_vnCO3fwjAZKCZY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTI0/NTQyMzgtMTMwODY3/NjE0NC5qcGVn.jpeg"")","https://www.discogs.com/master/6028","74169","Hip Hop","Pop Rap",""
"Share My World","Mary J. Blige","1997","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/pzPm9eJOqUno0izlDl08I2lo8j0dRptDfcf5fMsZ9ds/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTU1/MjE3MS0xMzU3NzQ5/NTYxLTQyMDEuanBl/Zw.jpeg"")","https://www.discogs.com/master/78808","4778","Funk / Soul","Contemporary R&B; Soul",""
"The Miseducation Of Lauryn Hill","Lauryn Hill","1998","1001 Albums You Must Hear Before You Die; AMA for Soul/R&B; Grammy for Album of the Year; Grammy for Best R&B; Rolling Stone's 500 Greatest Albums of All Time; NME's 500 Greatest Albums of All Time","=IMAGE(""https://i.discogs.com/uEbEzhxi-tetvbuUt_p_njWb95BmWVaUQ7Zk8C5BDto/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTIy/NzAyMC0xMzAxMjQz/NTM1LmpwZWc.jpeg"")","https://www.discogs.com/master/57279","42627","Funk / Soul; Hip Hop","Conscious; Contemporary R&B; Neo Soul",""
"The Heat","Toni Braxton","2000","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/J1mMcyTc7RSVP9OPjoxqVlPxewIkwvl_q5izAxcFAwc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTY2/OTIyNTItMTQyNDcz/MDM4MC00MTE5Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/143318","13936","Funk / Soul","Contemporary R&B",""
"Aaliyah","Aaliyah","2001","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/_rdtSUxNAjAILKbJg950ARn4PZbc_wUjMe7_lwjtMlc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTkz/OTgyMC0xNTIwODkw/Nzg0LTI4NzkuanBl/Zw.jpeg"")","https://www.discogs.com/master/35220","13733","Funk / Soul","Contemporary R&B",""
"The Eminem Show","Eminem","2002","AMA for Pop/Rock; AMA for Rap/HipHop; AMA for Soul/R&B; Grammy for Best Rap; Brit Award for International Album of the Year","=IMAGE(""https://i.discogs.com/F4JqYeDkaEjxZ6qRIRX0aNlcn9P4HFBYNfVXkT3P9vU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE3/MzQxNzEtMTU4MzM5/NTg5MS05MjI1Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/12344","38661","Hip Hop","",""
"Dance With My Father","Luther Vandross","2003","AMA for Soul/R&B; Grammy for Best R&B","=IMAGE(""https://i.discogs.com/w49ECzqlUmMHRQakWu_ZlLCxjzcW-UI5pbsizh6x_TE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTkx/NjE1MTMtMTQ3NTg2/NDQyNC0zNjUwLmpw/ZWc.jpeg"")","https://www.discogs.com/master/166303","22757","Funk / Soul; Hip Hop; Pop","Contemporary R&B; Soul; Vocal",""
"Number Ones","Michael Jackson","2003","AMA for Pop/Rock; AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/7DfdwaU2XypO77uNHNTSJ3kdbRPm3KvxWjn9t8qPW4o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTI5/ODc5NC0xMzk5NzE5/MjUzLTU1NDMuanBl/Zw.jpeg"")","https://www.discogs.com/master/141657","15885","Electronic; Funk / Soul","Disco; Soul; Synth-pop",""
"Confessions","Usher","2004","AMA for Pop/Rock; AMA for Soul/R&B; Grammy for Contemporary R&B","=IMAGE(""https://i.discogs.com/aewqfnyUkO7AKcOyq6ai6paYo4bXqXELQEiSJ3BBpLE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTI1/MTg4OC0xNTQ3MDY3/MTkzLTEzMDcuanBl/Zw.jpeg"")","https://www.discogs.com/master/136803","97139","Funk / Soul","Contemporary R&B",""
"Destiny Fulfilled","Destiny's Child","2004","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/5XkjWaT1Ma11OIxNfpTCflTbxXoFyxrYFP36HcL8ZKo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEw/OTM2MDctMTYzMjcx/MDMzMS05NjQ3Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/41069","22008","Funk / Soul; Pop","Contemporary R&B",""
"The Breakthrough","Mary J. Blige","2005","AMA for Soul/R&B; Grammy for Best R&B","=IMAGE(""https://i.discogs.com/PZW5D2LxnIL011l1OFbvi5eW44Z0Wy1Az8roAtQARIA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE5/Nzc3OTUtMTQ5MTQ3/MjgwNC02ODI4Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/78820","4778","Funk / Soul; Hip Hop","Contemporary R&B; Soul",""
"Futuresex/Lovesounds","Justin Timberlake","2006","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/fbbpX6hTzFDPvSVRkSi6K_5qYZXhTtJMENJk5DZerPQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTc5/NDI4NS0xNjIwNzUw/MjI3LTMwNzAuanBl/Zw.jpeg"")","https://www.discogs.com/master/90844","66824","Electronic; Funk / Soul; Pop","Contemporary R&B; Dance-pop; Neo Soul",""
"As I Am","Alicia Keys","2007","AMA for Pop/Rock; AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/-xy55vhqBhfqP2wALP9bVqjb2Tymuc-mReNAtFPxZIo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEx/MzY4NzYtMTE5NTAw/Mjc3NC5qcGVn.jpeg"")","https://www.discogs.com/master/144308","38905","Funk / Soul","Contemporary R&B; Soul",""
"Loud","Rihanna","2010","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/RucmnvyDT0LN6QAoFKbVyD6zbFrV__Y-E9YbAV8h6e4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTI1/Njc3NTktMTI5NTcx/ODE4My5qcGVn.jpeg"")","https://www.discogs.com/master/288815","321128","Funk / Soul; Hip Hop; Pop","Contemporary R&B",""
"Raymond V Raymond","Usher","2010","AMA for Soul/R&B; Grammy for Contemporary R&B","=IMAGE(""https://i.discogs.com/8NsMUXNsRZEZZjsnSC2rVr_cjs12i3c48oxTAKvQ_Rk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTI0/MDg0MDAtMTQwNTkz/MzkyMy0zNjg3Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/269237","97139","Electronic; Funk / Soul; Hip Hop; Pop","Contemporary R&B; Pop Rap",""
"Talk That Talk","Rihanna","2011","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/QVmo5XnApJWdH393zPKiiSjpW-OpSMvpEMHAUIGIOK0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTMy/NDAyNzMtMTM1MTEw/NjY2OC00MzkyLmpw/ZWc.jpeg"")","https://www.discogs.com/master/386672","321128","Electronic; Hip Hop; Pop","Contemporary R&B; Electro House",""
"The 20/20 Experience","Justin Timberlake","2013","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/IbyQbHNXTzI2vL8obIUrBiit7p13kXvnKkopdIDk3jc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQ1/ODI0NjAtMTM2OTA1/NzUxMy05NjQ2Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/533208","66824","Funk / Soul; Pop","Contemporary R&B; Neo Soul",""
"Beyoncé","Beyoncé","2014","1001 Albums You Must Hear Before You Die; AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/kbzuM1wm5NHLHkKPY81ZYh3oaZK3K4E2J1y0n5ELci4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTk1/NzczNzktMTQ4MzA0/NjI2Ni00OTE0Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/631282","52835","Funk / Soul; Hip Hop; Pop","Contemporary R&B",""
"Beauty Behind The Madness","The Weeknd","2015","AMA for Soul/R&B; Grammy for Best Urban Contemporary","=IMAGE(""https://i.discogs.com/La1egR7yU4TNmRuq1dLmEv1QOPPq6YNRtwyIPQpCc5U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTc0/MDE1NzctMTUwMzg0/ODUxNy0yNDYxLmpw/ZWc.jpeg"")","https://www.discogs.com/master/877638","2171152","Funk / Soul; Hip Hop","Contemporary R&B; Soul",""
"Anti","Rihanna","2016","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/St4vWzMTRcx9N-qwF91FdmSI7wuVuNc9yx0ef8nlNbs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTgw/Nzc5OTAtMTQ1NDcx/MDgwOC0zODA0Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/950545","321128","Hip Hop; Pop","Contemporary R&B; Soul",""
"XXIVK Magic","Bruno Mars","2016","AMA for Pop/Rock; AMA for Soul/R&B; Grammy for Album of the Year; Grammy for Best R&B","=IMAGE(""https://i.discogs.com/Jd452QyrXFAnNQkRK7foTW2vNbEEd_I2aDoqLlGGAJ8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTkz/Njk0MTktMTQ3OTM4/MTQ5OC0xNjEyLmpw/ZWc.jpeg"")","https://www.discogs.com/master/1092070","1357693","Electronic; Funk / Soul; Hip Hop; Pop","Contemporary R&B; Funk; Soul; Synth-pop",""
"17","Xxxtentacion","2017","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/Wg8fnGJ_e-_idbYW4uikEcss-FPqzVtglIqbrldXyIw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEw/NzUwMTYxLTE1MDM2/MzA4NDEtMTE4OC5q/cGVn.jpeg"")","https://www.discogs.com/master/1333998","5349997","Hip Hop; Rock","Emo; Indie Rock; Lo-Fi",""
"Free Spirit","Khalid","2019","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/93p1d7GmrHmpu6Tq8nN3_e_ZdlCnl4Sjv3D1YNeSUm4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/NDkzNTQ2LTE1NTUy/NDkzNTAtOTU0OC5q/cGVn.jpeg"")","https://www.discogs.com/master/1533178","5779975","Funk / Soul","Contemporary R&B",""
"After Hours","The Weeknd","2020","AMA for Soul/R&B","=IMAGE(""https://i.discogs.com/uaPL5j39JkNsRKvq7RXrh2bHsQTU4bJ-7AVLQvoh5K0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE0/OTU4NTAwLTE1ODUz/OTIxODAtNDI3NS5q/cGVn.jpeg"")","https://www.discogs.com/master/1702022","2171152","Electronic; Funk / Soul; Hip Hop; Pop","Contemporary R&B; Disco; New Wave; Pop Rap; Synthwave",""
