"Justified","Justin Timberlake","2002","1001 Albums You Must Hear Before You Die; AMA for Pop/Rock; Grammy for Best Pop Vocal; Brit Award for International Album of the Year","=IMAGE(""https://i.discogs.com/EbSd2CtZBVN7Rjf5DtU7tVF1KjxR2zintNSfoUHQwLQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTIz/NTUxMy0xMzEwMDM1/NzY0LmpwZWc.jpeg"")","https://www.discogs.com/master/90819","66824","Funk / Soul","Contemporary R&B",""
"Breakaway","Kelly Clarkson","2004","Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/DYpDF2codo4JG6DjhcVbuWC3S5alm70ybXOixZ9-HHI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTYz/Mzc3Ni0xMzM2MTk3/NzA3LmpwZWc.jpeg"")","https://www.discogs.com/master/133077","201543","Pop; Rock","Alternative Rock; Ballad; Pop Rock; Soft Rock",""
"Genius Loves Company","Ray Charles","2004","Grammy for Album of the Year; Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/3ESNZBqnFv7f3cZFjIkeLa3IjaArRV9-VxH8D81jz3U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTc1/NzUzOS0xMTU1NzUx/MjkxLmpwZWc.jpeg"")","https://www.discogs.com/master/106274","30552","Blues; Jazz","Easy Listening; Piano Blues; Swing",""
"Back To Black","Amy Winehouse","2006","1001 Albums You Must Hear Before You Die; Grammy for Best Pop Vocal; Rolling Stone's 500 Greatest Albums of All Time; NME's 500 Greatest Albums of All Time","=IMAGE(""https://i.discogs.com/5w3HsvG49h3eJ2ngIBXNPh2O8drZAL2tPcNnZLSObV4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTgy/NTQzOC0xNjE3ODE0/NDI2LTU1MjUuanBl/Zw.jpeg"")","https://www.discogs.com/master/51256","151223","Funk / Soul","Rhythm & Blues; Soul",""
"Continuum","John Mayer","2006","Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/oZs00sVVzxdIfEnoaFyeuUDZyw5wy9pWORNv31abYu0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTgw/MzYzNC0xMTg5NjM3/NDEyLmpwZWc.jpeg"")","https://www.discogs.com/master/170454","254479","Blues; Rock","Alternative Rock; Blues Rock; Indie Rock; Pop Rock",""
"Rockferry","Duffy","2008","Grammy for Best Pop Vocal; Brit Award for British Album of the Year","=IMAGE(""https://i.discogs.com/f6uAEA8bncyvYNf3HmYE4xM-xn678k1pr8Xl16o5yXE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEy/NTMyMDMtMTQzMDA2/MDkxMy0zMzczLmpw/ZWc.jpeg"")","https://www.discogs.com/master/71659","79081","Funk / Soul; Pop","Neo Soul; Soul; Vocal",""
"The E.N.D","Black Eyed Peas","2009","Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/A3EetqjNCzqDThdDD1oOV3gcU88NXhY1wblnFzvmDdE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE4/NTkzMzUtMTI2MDkx/ODQ1NC5qcGVn.jpeg"")","https://www.discogs.com/master/134821","79759","Electronic; Funk / Soul; Hip Hop; Pop","Conscious; Contemporary R&B; Electro; Pop Rap",""
"The Fame Monster","Lady Gaga","2009","Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/alVKu6SubS-btEWz867oPj0PmMBs4WJ5_hpDt7aFO6E/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTM1/OTk3NDktMTQ1NzY4/OTAyNi01NTIwLmpw/ZWc.jpeg"")","https://www.discogs.com/master/201057","1103159","Electronic; Pop; Rock","Dance-pop; Europop; Pop Rock",""
"21","Adele","2011","1001 Albums You Must Hear Before You Die; AMA for Pop/Rock; Grammy for Album of the Year; Grammy for Best Pop Vocal; Brit Award for British Album of the Year","=IMAGE(""https://i.discogs.com/S7VzXcYRMmx40N6hwcw1pMeUmpwXK6DA1Ot6jr-eE6s/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTI2/NjQ1ODktMTQ1MjI2/OTk5NS03Mjk4LnBu/Zw.jpeg"")","https://www.discogs.com/master/303567","819015","Blues; Funk / Soul; Jazz; Pop","Acoustic; Neo Soul; Piano Blues; Soul-Jazz",""
"Stronger","Kelly Clarkson","2011","Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/NnLg40EV-2M7WSODLXK7tBo3xeWEo5Xo4VtsL9Hb-WA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTMx/OTU0OTQtMTMzNjE5/ODIzMS5qcGVn.jpeg"")","https://www.discogs.com/master/387746","201543","Electronic; Funk / Soul; Pop; Rock","Country Rock; Electro; Pop Rock; Power Pop; Rhythm & Blues; Synth-pop",""
"Unorthodox Jukebox","Bruno Mars","2012","Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/oG2t24BQrxxWijmPiOOcuV-zi3KABjd962Dud4uWrHQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQx/Mzg4OTktMTYyMTI4/Mzg1NC0xOTA5Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/505655","1357693","Electronic; Funk / Soul; Pop; Rock","Contemporary R&B; Electro; Pop Rock",""
"1989","Taylor Swift","2014","1001 Albums You Must Hear Before You Die; AMA for Pop/Rock; Grammy for Album of the Year; Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/js0FGECxvP3LFFTXCGT5LW3_frKssvS5PSISLH6htnE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTY0/NjcwODUtMTQ1OTU4/MzY5OC00OTU3Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/750386","1124645","Pop","",""
"In The Lonely Hour","Sam Smith","2014","Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/7HXFZDY3nW4X5lH_keuTCJgDTIs-aPM2gJD9HnGgnw4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTY1/MDYyNTEtMTQyMDg5/MDQ1OC04MTczLmpw/ZWc.jpeg"")","https://www.discogs.com/master/691657","1376377","Pop","Ballad; Europop; Synth-pop",""
"25","Adele","2015","1001 Albums You Must Hear Before You Die; Grammy for Album of the Year; Grammy for Best Pop Vocal; Brit Award for British Album of the Year","=IMAGE(""https://i.discogs.com/5WY-JJItOOS7oSTQreARxOqoWGDoXIUFtJDIXhEzIKk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTc3/NDgwNTgtMTUwMDYz/Njk4Mi04Mjc5Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/912912","819015","Blues; Funk / Soul; Pop","Ballad; Neo Soul; Piano Blues",""
"÷ (Divide)","Ed Sheeran","2017","Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/UvnM444dYo2KyjKq40jGtPEorXTZVyJZJvUoCLAUqic/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTk5/MjA1NDYtMTQ4ODU2/OTA2Ny0xNzg3Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/1142167","2184482","Folk, World, & Country; Pop; Rock","Acoustic; Indie Pop; Pop Rock",""
"Sweetener","Ariana Grande","2018","Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/apdSSBydgZqgbcwD0ZT4UfjIg1mPVBgcVfqOcuWO2NM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEy/MzcwMzYyLTE1MzQ2/MzM3MzMtNDg4Ni5q/cGVn.jpeg"")","https://www.discogs.com/master/1408887","3310737","Electronic; Funk / Soul; Hip Hop; Pop","Contemporary R&B; Dance-pop; Pop Rap; Trap",""
"When We All Fall Asleep, Where Do We Go?","Billie Eilish","2019","Grammy for Album of the Year; Grammy for Best Pop Vocal; Fantano Top 200 Albums of 2010s","=IMAGE(""https://i.discogs.com/7krW7-iGG4VQ-GYf8qSJDCJIKPSJG1rDJI3RzFq-wu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/NDIyOTM4LTE1NTM5/MTM4MjEtOTQ1NC5q/cGVn.jpeg"")","https://www.discogs.com/master/1524311","5590213","Electronic; Pop","Indie Pop; Trap",""
"Future Nostalgia","Dua Lipa","2020","Brit Award for British Album of the Year; Grammy for Best Pop Vocal","=IMAGE(""https://i.discogs.com/B0tVZsdBPGrgoz28BlDaMEfHqn17L_zCzAGudeFOeI4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE0/OTk4MjE5LTE1ODUz/MDgyNTctNjg0MS5q/cGVn.jpeg"")","https://www.discogs.com/master/1705638","4357593","Electronic; Funk / Soul; Pop; Rock","Dance-pop; Disco; Funk; Synth-pop",""
