"How To Dismantle An Atomic Bomb","U2","2004","Grammy for Album of the Year; Grammy for Best Rock","=IMAGE(""https://i.discogs.com/dVruZUzs-hDB7Dkj3dyiKAKGKWhC7uFjY-3ckh4jTZI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQx/Njc5OC0xNjIzNDIx/OTE3LTkzNjYuanBl/Zw.jpeg"")","https://www.discogs.com/master/63023","6520","Rock","Pop Rock",""
"Stadium Arcadium","Red Hot Chili Peppers","2006","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/fte8lAsgd3ivcV4G7IWkOj3PcuEsIUqS2Djnv_O3DrY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTY4/MTcyMS0xMTQ5NDc2/NTI1LmpwZWc.jpeg"")","https://www.discogs.com/master/38645","92476","Rock","Alternative Rock",""
"Echoes, Silence, Patience & Grace","Foo Fighters","2007","Grammy for Best Rock; Brit Award for International Album of the Year","=IMAGE(""https://i.discogs.com/RLMXtqfFYcyTolwpuHU6SwGRMPq0ZbtydZFNYmJUAbA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/MzM1MTAtMTQ4ODc2/MjM3MC05NTgzLmpw/ZWc.jpeg"")","https://www.discogs.com/master/62208","198282","Rock","Hard Rock",""
"Viva La Vida Or Death And All His Friends","Coldplay","2008","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/tvkUgJMWgbS8VW4PAtlcR9N9YsSpEiWCIohpIea6Hz4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/NjkyMzItMTQ1OTMy/MDIwOC02MDMwLmpw/ZWc.jpeg"")","https://www.discogs.com/master/26600","29735","Rock","Acoustic; Alternative Rock; Art Rock; Pop Rock",""
"21st Century Breakdown","Green Day","2009","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/cFVGT5B8GiKQj9wZNT--4FRVKamjw7omwBNX__tHqho/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE4/ODMyMDAtMTUxMzcw/NzUyNi0yMzI3Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/105207","251593","Rock","Alternative Rock; Punk",""
"The Resistance","Muse","2009","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/8zS_xaCY4sw_3tKxMzNz6K0kx5mpVPE8f23BSluEb08/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTIw/NjUzODItMTUzOTI4/NDUwNy0zNTg4Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/179503","1003","Rock","Alternative Rock; Art Rock; Prog Rock; Space Rock; Symphonic Rock",""
"El Camino","The Black Keys","2011","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/LbG1BYdVcKl8g7ZDvjzhCiu-NWekawNy-jUDbWrrghI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTMy/Njk4MDktMTU2MTUz/NzAxNy0zMzgyLmpw/ZWc.jpeg"")","https://www.discogs.com/master/390739","258372","Rock","Alternative Rock; Blues Rock; Garage Rock; Indie Rock; Lo-Fi",""
"Wasting Light","Foo Fighters","2011","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/1j3loEe-38fQ0JwAQSXzQYyiJqzxi_8uLzG-xARFqV0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTI4/MTc0MjMtMTMwNDYz/NTY1Mi5qcGVn.jpeg"")","https://www.discogs.com/master/326257","198282","Rock","Alternative Rock",""
"Celebration Day","Led Zeppelin","2012","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/o-9X1Jd-T_2vMKm7TZn5qUfvf7YenEuFVxumEVBrt88/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQw/NDQ1NTUtMTYxNzM4/MjM2Ny0xOTEwLmpw/ZWc.jpeg"")","https://www.discogs.com/master/493246","34278","Rock","Classic Rock; Hard Rock",""
"Morning Phase","Beck","2014","Grammy for Album of the Year; Grammy for Best Rock","=IMAGE(""https://i.discogs.com/5U9j0APPlLQJQG78frDsBfeidF8_zwYbbC1wyuwGdrU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTU0/MjM0MzctMTM5MzE4/NzQyNS0yOTI1Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/657658","3928","Folk, World, & Country; Pop; Rock","Alternative Rock; Folk",""
"Drones","Muse","2015","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/usHf5427vssYlvHTM93jCxxhdz2IU9UswuNdOjdPisw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTcw/OTYwNjgtMTQ3NjI5/NjQ3OC01ODAzLmpw/ZWc.jpeg"")","https://www.discogs.com/master/842235","1003","Rock","Alternative Rock; Indie Rock",""
"Tell Me I'm Pretty","Cage The Elephant","2015","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/0jHoOyCNhezCZhpwDQVBjLsDU5CpqfbPSPv2QLoIgl4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTc5/MzcxNTQtMTQ2MDU5/OTk5My04OTExLmpw/ZWc.jpeg"")","https://www.discogs.com/master/929357","1213263","Pop; Rock","Alternative Rock",""
"A Deeper Understanding","The War On Drugs","2017","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/QQLgNSPPtlo3Z8sn9wtPQ_3SZfs79mHFz0JoDSKJThc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEw/NzUyOTQ3LTE1MDQx/NjMyMTktODg0NS5w/bmc.jpeg"")","https://www.discogs.com/master/1227468","1337908","Rock","Indie Rock",""
"From The Fires","Greta Van Fleet","2017","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/_UDYdFns1kVEsMQo_ELLul64a6Q8UKQuFKPNAUxvPP8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEx/MTEzOTE2LTE1MTY5/MDQ4MzMtODUyNS5q/cGVn.jpeg"")","https://www.discogs.com/master/1269747","5880038","Rock","Rock & Roll",""
"Social Cues","Cage The Elephant","2019","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/hjeFMLyejwrKwh3nD04uNi40A-Di2jFjde8LZKSprWg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTEz/NTgwODAxLTE1NTY4/OTgwMzgtNTkxOS5q/cGVn.jpeg"")","https://www.discogs.com/master/1534634","1213263","Rock","Indie Rock; Post-Punk",""
"The New Abnormal","The Strokes","2020","Grammy for Best Rock","=IMAGE(""https://i.discogs.com/JPkUv4tijkhzh4lw9EEN_yPLiIxAojLatEVyd5i5bFE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE1/MDYzNDc4LTE1OTI2/ODcxMzEtMTk5MS5q/cGVn.jpeg"")","https://www.discogs.com/master/1712601","55980","Rock","Alternative Rock; Synth-pop",""
