"Long.Live.A$AP","ASAP Rocky","2013","Relation","https://www.discogs.com/master/511822","2409771","Hip Hop","Thug Rap"
"Nostalgic 64","Denzel Curry","2013","Relation","https://www.discogs.com/master/2704808","2894422","Hip Hop",""
"Sailorwave","マクロスMacross 82-99","2013","Relation","https://www.discogs.com/master/1224336","3399807","Electronic","Vaporwave"
"The Electric Lady","Janelle Monáe","2013","Relation","https://www.discogs.com/master/595570","445868","Funk / Soul; Pop","Contemporary R&B; Funk; Neo Soul"
"The Ghost~Pop Tape","Devon Hendryx, JPEGMAFIA","2013","Relation","https://www.discogs.com/master/1682015","8781406; 4501713","Hip Hop",""
"Wolf","Tyler, The Creator","2013","Relation","https://www.discogs.com/master/546979","1967268","Hip Hop","Bass Music; Hardcore Hip-Hop"
"Yours Truly","Ariana Grande","2013","Relation","https://www.discogs.com/master/593431","3310737","Funk / Soul; Pop","Contemporary R&B"
"Bookhead EP","JJ DOOM","2014","Relation","https://www.discogs.com/master/1189974","2720250","Hip Hop",""
"My Everything","Ariana Grande","2014","Relation","https://www.discogs.com/master/723794","3310737","Electronic; Funk / Soul; Hip Hop; Pop","Ballad; Contemporary R&B; Europop; Pop Rap"
"NehruvianDOOM (Sound Of The Son)","NehruvianDOOM","2014","Relation","https://www.discogs.com/master/741082","4019746","Hip Hop",""
"Venice","Anderson .Paak","2014","Relation","https://www.discogs.com/master/861614","4003501","Electronic; Funk / Soul; Pop","Contemporary R&B; Electro"
"Worlds","Porter Robinson","2014","Relation","https://www.discogs.com/master/721049","1095210","Electronic","Chillwave; Electro House; House; Synth-pop"
"32 Zel / Planet Shrooms","Denzel Curry","2015","Relation","https://www.discogs.com/master/2634593","2894422","Hip Hop",""
"At.Long.Last.A$AP","ASAP Rocky","2015","Relation","https://www.discogs.com/master/841256","2409771","Hip Hop","Cloud Rap; Trap"
"Born In The Echoes","The Chemical Brothers","2015","Relation","https://www.discogs.com/master/861123","2290","Electronic","Breaks; Electro; House; Techno"
"CHAM!","マクロスMACROSS 82-99","2015","Relation","https://www.discogs.com/master/1291955","3399807","Electronic; Funk / Soul","House; Nu-Disco; Vaporwave"
"Cherry Bomb","Tyler, The Creator","2015","Relation","https://www.discogs.com/master/825518","1967268","Funk / Soul; Hip Hop","Hardcore Hip-Hop; Soul"
"Darkskin Manson","JPEGMAFIA","2015","Relation","https://www.discogs.com/master/1711409","4501713","Hip Hop",""
"Live From The Dentist Office","Injury Reserve","2015","Relation","https://www.discogs.com/master/1244717","4532262","Hip Hop",""
"American Boyfriend: A Suburban Love Story","Kevin Abstract","2016","Relation","https://www.discogs.com/master/1283826","4751064","Funk / Soul; Hip Hop; Pop","Conscious; Contemporary R&B; Indie Pop; Pop Rap"
"Ba3","Yung Bae","2016","Relation","https://www.discogs.com/master/1567778","4015361","Electronic; Funk / Soul","Disco; Funk"
"Dangerous Woman","Ariana Grande","2016","Relation","https://www.discogs.com/master/1001638","3310737","Funk / Soul; Pop","Ballad; Contemporary R&B"
"Malibu","Anderson .Paak","2016","Relation","https://www.discogs.com/master/947169","4003501","Hip Hop",""
"Moshi Moshi","Moe Shop","2016","Relation","https://www.discogs.com/master/2037907","4784664","Electronic; Funk / Soul","Nu-Disco"
"The Missing Notebook Rhymes","MF DOOM","2016","Relation","","25058","Hip Hop",""
"Untitled Unmastered.","Kendrick Lamar","2016","Relation","https://www.discogs.com/master/970164","1778977","Hip Hop; Jazz","Conscious; Experimental; Jazzy Hip-Hop"
"13","Denzel Curry","2017","Relation","https://www.discogs.com/master/1207533","2894422","Hip Hop","Hardcore Hip-Hop; Trap"
"B4E","Yung Bae","2017","Relation","https://www.discogs.com/master/1577949","4015361","Electronic","Disco; Vaporwave"
"Bandwagonesque","Ben Gibbard","2017","Relation","https://www.discogs.com/master/1230386","221561","Pop; Rock","Indie Pop; Indie Rock; Power Pop"
"Black Ben Carson","JPEGMAFIA","2016","Relation","https://www.discogs.com/master/1246333","4501713","Hip Hop",""
"Drive It Like It's Stolen","Injury Reserve","2017","Relation","https://www.discogs.com/master/1275696","4532262","Hip Hop",""
"Sailorwave II","マクロスMACROSS 82-99","2017","Relation","https://www.discogs.com/master/1368176","3399807","Electronic","Funk; Nu-Disco; Vaporwave"
"This Old Dog","Mac Demarco","2017","Relation","https://www.discogs.com/master/1154301","2568722","Rock","Indie Rock"
"Virtual Self","Virtual Self","2017","Relation","https://www.discogs.com/master/1401961","6187670","Electronic","Downtempo; Progressive House; Trance"
"Westside Doom","WestsideGunn, MF Doom","2017","Relation","https://www.discogs.com/master/1269393","4129661; 25058","Hip Hop",""
"アイドル、さくら","マクロスMACROSS 82-99","2017","Relation","https://www.discogs.com/master/1358959","3399807","Electronic","Nu-Disco; Vaporwave"
"Black Panther The Album (Music From And Inspired By)","Various","2018","Relation","https://www.discogs.com/master/1313316","194","Funk / Soul; Hip Hop; Stage & Screen","Conscious; Contemporary R&B; Soundtrack"
"Czarface Meets Metal Face","Czarface, MF Doom","2018","Relation","https://www.discogs.com/master/1334083","4418892; 25058","Hip Hop","Boom Bap; Hardcore Hip-Hop"
"Deathwish","DJ Muggs, MF Doom","2018","Relation","https://www.discogs.com/master/1408851","22935; 25058","Hip Hop",""
"Dirty Computer","Janelle Monáe","2018","Relation","https://www.discogs.com/master/1354359","445868","Funk / Soul","Contemporary R&B; Neo Soul"
"Kamikaze","Eminem","2018","Relation","https://www.discogs.com/master/1416558","38661","Hip Hop",""
"Moe Moe","Moe Shop","2018","Relation","https://www.discogs.com/master/1444293","4784664","Electronic","House"
"Music Inspired By Illumination & Dr. Seuss' The Grinch","Tyler, The Creator","2018","Relation","https://www.discogs.com/release/12839780","1967268","Hip Hop; Pop",""
"Summer Touch ","マクロスMACROSS 82-99","2018","Relation","https://www.discogs.com/master/1504571","3399807","Electronic","Funk; Vaporwave"
"Testing","ASAP Rocky","2018","Relation","https://www.discogs.com/master/1477914","2409771","Hip Hop","Cloud Rap; Trap"
"All My Heroes Are Cornballs","JPEGMAFIA","2019","Relation","https://www.discogs.com/master/1636755","4501713","Electronic; Funk / Soul; Hip Hop","Abstract; Cloud Rap; Contemporary R&B; Experimental; Hardcore Hip-Hop; Trap"
"Anger Management","Rico Nasty, Kenny Beats","2019","Relation","https://www.discogs.com/release/13584334","5690323; 2409774","Hip Hop","Trap"
"Bae 5","Yung Bae","2019","Relation","https://www.discogs.com/master/1581145","4015361","Electronic","Disco; Vaporwave"
"Feet Of Clay","Earl Sweatshirt","2019","Relation","https://www.discogs.com/master/1725685","1967265","Hip Hop",""
"Injury Reserve","Injury Reserve","2019","Relation","https://www.discogs.com/master/1567493","4532262","Hip Hop",""
"Thank U, Next","Ariana Grande","2019","Relation","https://www.discogs.com/master/1498712","3310737","Funk / Soul; Hip Hop; Pop","Contemporary R&B; Trap"
"1000 Gecs And The Tree Of Clues","100 Gecs","2020","Relation","https://www.discogs.com/master/1772777","6431239","Electronic; Pop","Bubblegum; Dance-pop; Experimental; Hyperpop"
"EP!","JPEGMAFIA","2020","Relation","https://www.discogs.com/master/2434111","4501713","Electronic; Hip Hop","Experimental; Hardcore Hip-Hop; Trap"
"Music To Be Murdered By","Eminem, Slim Shady","2020","Relation","https://www.discogs.com/master/1669732","38661; 108184","Hip Hop",""
