"Dream Cruise","Soichi Noriki","1984","/mu/ Japan 1980's","=IMAGE(""https://i.discogs.com/a2m-jmNkKEQyqsGhHwwKszoXpDPnvoOuVRfBxSPr0L4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTE3/ODIyNjQtMTUzNDAz/OTA1OC02MzE2Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/662378","361141","Electronic; Jazz","Fusion; Jazz-Funk; Smooth Jazz",""
"Magical","Junko Ohashi","1984","/mu/ Japan 1980's","=IMAGE(""https://i.discogs.com/uMnir0pfg31kGylHvge2aVAR1nPnGOV-Cml_SReJDG4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTYw/MzU4NjYtMTYxNjQ2/NjE3NC04MjI3Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/1455912","2177562","Funk / Soul","City Pop",""
"Parallelisme","Miharu Koshi","1984","/mu/ Japan 1980's","=IMAGE(""https://i.discogs.com/OcalFewhapX5xitveVW-cHLUXHx2vss2ScVfhFnyKRg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTIz/MzY4NDAtMTYxNjQx/MzE0OC01MjA4Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/194556","91967","Electronic","Leftfield; Synth-pop",""
"S-F-X","Haruomi Hosono, Friends Of Earth","1984","/mu/ Japan 1980's","=IMAGE(""https://i.discogs.com/LUFuHtVeQD3YwhfIc2XNtW2OEDGDgyai9P8l6RCCmfQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTU4/MDYyNy0xNjEzNDky/OTE3LTI0NDguanBl/Zw.jpeg"")","https://www.discogs.com/master/135206","19132; 287209","Electronic","Electro; Experimental",""
"Variety","Mariya Takeuchi","1984","/mu/ Japan 1980's","=IMAGE(""https://i.discogs.com/1pz1Hdo4rwCtGmSG-nvhr1ytN0VHT2WNgahRub5LjnM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTIy/MjA0MDktMTQyMTkw/NDg1OC03MzE1Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/606606","656253","Funk / Soul; Pop; Rock","Ballad; City Pop; Funk; Pop Rock; Soul",""
"科学と神秘 = Visinda Og Leyndardómur ","Saeko Suzuki","1984","/mu/ Japan 1980's","=IMAGE(""https://i.discogs.com/mJQPMTzwicWwsGaXLgZoiDyXKjtYg4UILZXoTzroXc4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTQ2/MTU0ODAtMTM3MDI4/MTAyMS01MzU5Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/561781","799226","Electronic; Rock","Pop Rock; Synth-pop",""
"Aragon","Aragon","1985","/mu/ Japan 1980's","=IMAGE(""https://i.discogs.com/wPs5s30s1arVFvuSVtXoVANzMAIJiGKSdfmDblAgio0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTMy/NTc4NDEtMTMyMjY4/MDg5Ni5qcGVn.jpeg"")","https://www.discogs.com/master/903553","2517757","Electronic; Rock","Ambient; Avantgarde; Ethereal",""
"Aru First","Aru Takamura","1985","/mu/ Japan 1980's","=IMAGE(""https://i.discogs.com/qc2jTSp6p7rD9MHa0gSsjjQMYLnvcv7USsGFLE0l1VU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTM4/MDI5NTAtMTUwMDEy/OTI4My04ODI4Lmpw/ZWc.jpeg"")","https://www.discogs.com/master/1183921","2880077","Electronic; Funk / Soul; Pop","Boogie; City Pop; Funk; Soul; Synth-pop",""
"Communication","Junko Yagami","1985","/mu/ Japan 1980's","=IMAGE(""https://i.discogs.com/TtyBin9o3TrqiPUtVrW0R7MrSjd0Jo1SkLvkiMMtKws/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTIy/MjAyNjctMTUwODY5/MzM3MC04NjMyLnBu/Zw.jpeg"")","https://www.discogs.com/master/593008","794832","Electronic; Funk / Soul; Pop","Boogie; City Pop; Funk; Soul; Synth-pop",""
"Copine.","Taeko Ohnuki","1985","/mu/ Japan 1980's","=IMAGE(""https://i.discogs.com/bhs_1GDs2tzFG2qNd0FH7Sabf-wZpRwz7oPVJgwRozQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWltYWdlcy9SLTI1/NTY2NjUtMTI5MDI4/OTI2MC5qcGVn.jpeg"")","https://www.discogs.com/master/495253","556509","Electronic; Pop","City Pop; Synth-pop",""
