2014,Wayne Wallace Latin Jazz Quartet,Latin Jazz – Jazz Latin,Nominated
2015,Arturo O'Farrill and the Afro Latin Jazz Orchestra,The Offense of the Drum,Won
2015,Conrad Herwig ft. Joe Lovano,The Latin Side of Joe Henderson,Nominated
2015,Pedrito Martinez Group,The Pedrito Martinez Group,Nominated
2015,Emilio Solla and La Inestable de Brooklyn,Second Half,Nominated
2015,Yosvany Terry,New Throned King,Nominated
2016,Eliane Elias,Made in Brazil,Won
2016,Rodriguez Brothers,Impromptu,Nominated
2016,Gonzalo Rubalcaba,Suite Caminos,Nominated
2016,Wayne Wallace Latin Jazz Quintet,Intercambio,Nominated
2016,Miguel Zenón,Identities Are Changeable,Nominated
2017,Chucho Valdés,Tribute to Irakere: Live in Marciac,Won
2017,Andy González,Entre Colegas,Nominated
2017,Brian Lynch|Various Artists,Madera Latino: A Latin Jazz Perspective on the Music of Woody Shaw,Nominated
2017,Michael Spiro|Wayne Wallace|La Orquesta Sinfonietta,Canto América,Nominated
2017,Trio da Paz,30,Nominated
2018,Pablo Ziegler Trio,Jazz Tango,Won
2018,Antonio Adolfo,Hybrido - From Rio to Wayne Shorter,Nominated
2018,Jane Bunnett|Maqueque,Oddara,Nominated
2018,Anat Cohen|Marcello Goncalves,Outra Coisa - The Music of Moacir Santos,Nominated
2018,Miguel Zenón,Típico,Nominated
